patient_age,pollution_level,crime_rate,star_brightness,robot_sensor_value,target
30,44.02637528294918,7.203192659868836,72.16275539271665,47.90288699711853,1
72,7.648676903028539,9.790109190008229,94.3411051748906,191.1514768901753,0
43,69.64631446525006,8.988252193018173,53.881446038001855,250.180007174864,0
55,24.73987555391537,5.867171662232343,80.41264744479173,783.6425237658834,1
31,3.9615522579517726,5.881576704911717,32.96780352736813,648.1414711893314,0
70,5.994429824957326,0.34267040352229494,35.228838663896596,17.342746806492173,1
75,6.107853706678734,9.985265777083542,40.65053589456904,17.289652741196647,0
48,90.77329574850394,1.3157599736614178,41.68065769551082,566.8964288000554,1
54,73.9883917829101,7.403471966315919,11.222068845931478,633.2924423782888,1
20,89.80623572137351,8.21015195124309,52.39079499385449,125.42188091555396,0
20,67.25823112965213,3.730545293052032,10.583518707633532,610.4621520835592,1
56,52.89399290308832,1.9685205466531375,89.08645144615664,240.35191041954008,1
73,30.444636434737827,0.9875988679055503,7.122633539106019,336.7213424605472,0
25,99.79622513286735,7.486060058295778,45.51974860062157,408.8315803843413,1
58,36.21890589393894,4.526535292056957,29.184712572652618,116.19479623427964,0
60,47.06489492139095,7.1371775900113565,16.33207214979343,963.0936054449551,1
72,37.824517492346175,9.154076488518006,78.59983239337902,973.764453627561,1
37,97.95269293354586,1.4658373615105669,71.77830749303304,445.0016890894074,1
35,17.465838539500577,9.191710007237997,15.448841127969798,257.46647808027467,1
24,32.798800090807966,4.116264595084367,63.643798469524704,958.5944465253112,1
61,68.03486660150016,3.0526700989728903,79.46296156571417,818.0573965471908,0
62,6.320761833863065,9.430622606027791,77.5598898166188,724.228605558232,1
78,60.7249374011541,9.906516926063993,10.135680168672796,461.81178727763927,0
51,47.76465028764161,1.9889221776744814,68.86575918553186,410.57870144117214,0
76,28.39999767621011,6.568383469519833,71.88636816747413,779.3492722768518,0
21,23.8413280924058,1.0649531377106036,86.3544604371607,519.6136777646267,0
21,51.45127432987567,6.509140038575057,51.29638954763368,660.582138820808,0
59,36.792758053704134,8.273132277758497,46.64830603003238,566.192981608412,1
61,45.65198912626553,6.844985465240676,96.54651616702752,712.1854071513629,1
77,33.747738176423994,4.173331420625957,79.8547133181366,94.10500407840094,0
55,97.04936935959776,3.8306635956376955,56.31436808984241,377.6210926357868,0
58,13.343943174560401,3.9312241522341704,33.73109005981667,167.0891885098651,1
75,9.68039531783742,5.897118179929231,84.67856160434756,242.0439000235356,1
31,34.339172879091606,8.815672700724956,46.088202556976064,200.8242765381808,1
66,59.102690087049126,9.290661572687679,10.175834023657902,503.3222993038652,0
38,65.91764718500282,0.5352962020731811,46.03552299863054,18.992988509918707,1
47,39.72567471680421,1.816223946456883,87.32487121886449,963.9676020084441,0
20,99.92779939221711,1.1222431582828851,45.3799325425501,518.9638264095712,0
34,35.18929961930426,1.9333464076691398,2.420565626294662,52.57151420438899,1
55,72.14066679599524,3.466078106091718,61.53704706773049,682.0538403617592,1
73,63.758269453079286,5.065316826226239,99.58717033772847,268.88805009787654,0
32,81.30538632474607,6.2946122700915215,81.90760982001066,106.76759258842982,1
77,97.622566345382,7.321422191397015,62.10655671519664,830.3036859749948,0
62,88.97936564455402,8.90111541385807,91.52548979299061,197.9076029143242,1
40,76.45619743577086,9.890884372297908,81.54458648345513,104.75426885963135,1
31,69.82484778182906,6.628564785571198,50.36529592126401,56.90645260383198,1
24,33.54981696758996,8.45364518667763,59.5308082553308,728.557743534167,1
26,14.768557820670736,7.780388469246989,73.39798811109897,655.271247322768,1
24,6.263600305980976,3.0753203921871197,84.79619023390761,8.199140586074073,1
67,24.190170420148483,8.75692270234923,6.7594638352944285,221.48054044830369,1
72,43.22814811812986,0.42763137947798846,77.70558185895396,704.6820311167495,0
23,52.19962736299825,0.0036734375145786036,45.302840557841996,152.14085470395233,1
32,77.30835540548716,2.7373262938846423,66.41905746985253,576.7507831261646,0
56,95.8740923056593,4.620975296274499,76.69866808492615,213.15646675210732,1
72,11.732048038481102,6.3836289500067736,54.41069057771738,449.2342848107873,1
60,10.700414019379156,1.017702665445448,16.692970207459506,867.423061801781,0
34,58.969472301355076,6.730101338348399,41.54315632030834,302.596427300986,0
35,74.5398073947293,8.018158670596945,8.610426381485597,685.9723899252313,1
40,84.81503803469849,1.853129195793668,69.24076842437111,438.28123278280117,0
55,93.58320802167886,4.151252548317938,95.41691201434526,96.1552543014883,0
78,98.3426242260642,5.199849899533097,79.7300284101945,360.634993651801,0
43,39.98016922245259,4.5180701808448065,39.588855855924756,841.2800663481075,0
35,38.03351835275731,7.9982993088847065,58.84485810454394,973.0462422682282,1
33,14.780867669727238,9.605223981193308,31.115866908840047,845.0816706160052,1
73,68.49344386835594,7.9895316400817995,54.563514355941535,162.22839077355067,1
41,65.67619584408371,0.7799281787582457,30.771963672679384,345.5092984490846,1
68,86.20625958512072,8.049355721591272,74.09415092306239,831.1881586067501,1
69,9.725799478764063,0.6659633223555117,26.674809290715523,553.8959343957655,0
25,49.77769078253418,2.3597038524157,96.43801865295555,776.1857971144082,0
61,58.10819296720631,1.530968968357228,66.53292448517962,777.7832666167901,1
55,24.15570400399184,1.9751910684608542,7.809006920700533,71.0879006301196,1
20,16.902540612916127,5.283151270573506,2.0669985870636216,342.4065656010231,1
51,85.95808364196215,6.7168985761085365,99.70758807630494,479.0215054529672,0
25,5.853492223555879,4.70321282336041,22.83005224336356,945.224721580388,1
50,47.06209039180729,9.596956390292435,31.94371209726058,898.2288010160042,0
20,11.583400130088528,2.4029232003016663,21.632987406008727,423.0319829312198,0
69,45.705876133136734,7.631402302547929,92.88207547464705,95.66592748691505,0
70,97.99623263423094,8.701821785071486,65.5492731071928,404.54228688038177,0
56,42.37063534554728,5.620661107547191,50.93424603205497,535.9033326412807,0
54,85.71249175045673,4.562225019615531,56.207430634764464,904.3971913990313,1
68,11.73155641831939,5.961844467792437,32.46941188261954,294.87926714121704,0
49,27.125207676186413,4.288097701603429,61.8033252340203,308.86414566898736,1
23,40.37927406673345,5.551938823233694,42.54043598203826,627.1832345478409,0
54,39.98121400093307,4.169339521288016,20.72358649599374,505.191555071379,1
62,67.13834786701531,4.00469710294134,66.00390487127827,195.86895905880652,0
33,34.47181273755076,6.953464681395298,38.01021635666199,144.72724884257937,0
68,71.37668684100163,0.9285121306796795,78.721571532599,489.4972098053466,0
59,63.91868992253925,1.6654207272882082,42.124100793443176,779.3909564002804,0
41,39.91611452547731,8.511984717150039,51.318866129573436,778.8312515567875,0
29,43.17601276543193,7.7107734681518805,78.95918143890873,975.8036873205907,0
20,61.45276998103208,2.8145372729439377,45.33993119905338,382.71819815799466,0
30,7.004219014464463,3.772689326657602,96.65589237729229,391.989326810261,1
70,82.24067383556903,9.260265066284806,79.50983805231606,1.8194947805292294,1
63,65.3421161113637,8.180772251738613,82.81661012618288,829.9173651954892,1
78,72.63424644178352,6.143462999796308,95.43812620366904,646.6284440680506,0
43,53.692300108239046,2.2149017880295774,39.49621225547754,769.9221187318909,1
79,11.047711099174473,0.4425197131526959,58.42794615403491,470.62319994480305,0
22,40.50356132969499,4.312578468418982,69.66558233876475,920.1934886408648,1
77,40.53735828485561,6.726271392574619,67.67238987052245,29.113797832714393,0
54,32.10429900432169,8.284804905178515,95.34074266154093,115.28118273788834,0
55,2.995032490474936,8.526890057422694,29.54651475395512,376.01733497150315,0
50,73.72542425964774,0.32775901293363385,29.844791333973205,85.1059081135721,1
79,10.97844580625007,2.441570338368794,91.88243580187552,87.88788196507191,0
23,60.630813304508514,3.3909458847740304,80.1312585309294,566.8726793505451,0
38,70.32174964672157,1.8873221095938586,21.132305782890178,216.1220195699175,0
66,63.47863229336947,8.029753783638379,57.434640931184,626.5352105571295,1
55,95.91422519779749,7.674657630849425,74.8306096755365,929.3998221452582,1
40,10.329815508513862,5.1683304038097075,35.9506026543034,823.8822097031292,1
37,86.71671591051991,9.829264779958555,44.003842870917616,248.43038755380832,0
70,2.9190234848913255,1.4405854109084226,57.964264554428404,89.66292611132299,0
47,53.4916854927084,8.996517033276689,47.243747197272846,950.1924682159203,0
34,40.424361793925875,1.1646325416191616,75.55119661683425,994.4959313733248,0
61,52.41838603937582,1.631817055141207,1.5879366146239033,374.49489946517923,0
78,36.50998770600098,6.962192002506188,44.028619914714,460.677261142561,1
21,19.056691494006806,1.0956969204168931,34.42055615755829,145.33366133006652,0
56,1.912289744868978,5.658450954187108,61.30724123015286,710.1807927776813,0
30,51.814981379117434,4.202335364726536,77.8198857462546,421.8336068528409,1
42,84.27768626848423,7.2847396554101485,8.538371057951492,803.0151452544093,1
63,37.32159557447942,9.006752388088652,16.647913626518047,577.2967114245704,0
60,22.286381801498024,7.698715146690553,66.8430807900613,42.783809166633716,0
31,8.053200347184408,8.496898764211883,74.10184166052628,334.9545405035974,0
22,8.531092311870337,0.3294544853123238,59.2319759308047,808.5961706701537,1
71,22.13964462927722,3.101954982442031,98.29753154782472,688.1138813839268,1
36,10.001406092155518,5.154330866863324,50.446687421550884,632.5319473789154,1
52,26.503969836448206,4.159533146297795,14.492941174666717,672.5046423160782,1
74,6.614946211695472,2.3125495297968843,68.94281497673693,605.0368756235982,0
20,6.560486720992564,3.0787409796002327,60.60547669728501,641.1243265875745,1
58,85.6276179622782,9.454309703916056,59.45172602799608,620.421104640871,1
39,16.212026070883322,2.9418087987135157,55.03950988939342,533.4279395046583,0
66,55.9682405823448,3.5390411017978574,93.97047524540436,757.747125427413,1
62,77.34555444490306,0.037097737500186856,13.786483285829242,369.49256352123194,1
71,45.64095653390666,8.450776272778745,8.246532553972859,475.2383386405016,0
76,15.336887785934572,1.5484070340157663,16.25759976835466,401.4495569196899,0
60,19.959614212011434,2.0414427551372603,25.254030780590096,209.21049112192748,0
33,43.29842062811807,2.552645170920256,59.70168562421045,321.8889624998843,1
50,52.82340891785358,8.846220568448427,61.630099660576704,55.01507760990065,1
44,34.944029204853486,2.064514112463147,24.027585868251343,325.52763392261073,1
22,78.14796002346614,7.975263608679399,49.433324431782815,390.5830929331291,0
23,75.10216488563984,8.080493403229045,48.72412342400575,93.38409764882383,1
50,92.7211807373118,9.270205687863958,45.85796586223727,220.4551297120967,0
54,2.895254902696054,1.1556131360031396,80.55098419635316,249.54174744284097,0
63,89.56912912102034,2.1727897233783136,47.697613917687555,227.4702082086888,1
33,39.2568788462151,7.428982920807213,76.07818409966043,350.22170152394926,1
68,87.83724953799941,1.9600075428073904,17.48163204867501,144.87610506997385,1
60,69.07847761565296,2.8632954687344903,53.66476706324364,731.5013568444494,0
28,98.73487570739682,1.6674158011136264,82.58637283025637,342.6548553177532,1
39,75.9282451716668,1.726966861550493,18.59394180770951,122.36523402169797,1
51,36.45446259967866,4.815533546282057,47.02729470106857,593.5997813267829,0
28,50.10631728347521,1.0968306211295853,61.29885228753596,179.6481751174227,0
46,37.63891551943512,3.216976184636222,19.292682908891443,58.056320677693726,0
22,36.49118360212381,4.26593909598879,75.9197949852289,163.29214202474284,1
76,26.090449938105976,0.24548116523977592,8.820628531835425,419.9948120491419,0
72,49.59702953734696,3.883331664744526,94.69513538186416,693.5089719274358,1
23,68.17399450693613,0.9412243608551696,47.353927927595436,641.5008847712601,0
64,27.734027130524353,4.935785311461767,34.27618555018217,5.205979359825141,0
34,52.437981107721995,8.257381885570963,12.563893709101396,793.290652514086,0
52,11.738029417055717,8.184221621817873,43.82706766371861,335.68777846249407,1
24,15.98452868541913,0.8044851553740051,66.32059890968641,679.7156909555698,0
23,4.680635471218874,6.012277576745202,10.354240635096025,32.67317170693285,1
65,97.07314427706328,8.345863819712365,31.32064042160711,393.7882433723108,1
31,0.3860351510261095,2.3797254293463532,83.7657406944984,19.610501319103022,1
42,17.85799680576563,7.619265114495991,64.9719215342344,816.3455351451153,0
33,61.286675311699234,8.907643464500932,21.430928173904768,186.96718051616435,1
77,8.13695988533053,8.061241514404442,16.930069783515826,674.5479075190917,0
65,88.18965030968323,1.0730103151550452,90.5440175938891,277.0661627261115,0
31,71.96201578422881,0.09059999522384898,29.415001912757454,135.3511143376477,1
76,96.63899714378934,1.9172410992184563,18.770516720964398,930.2953390465766,0
36,50.763554724076485,2.7047734094662323,99.99643783571764,595.0246157866221,1
44,30.04036831584872,6.1618299061595945,31.609990950012683,890.6310472988932,1
49,54.950057279527144,3.842731752423184,13.349278593127005,306.59940165063915,0
41,93.08187172979731,7.034070306614735,46.714005345541764,829.8353336783945,0
66,52.07614372418605,3.530749605216086,44.00016590964973,941.6823334062824,0
45,26.720703186231866,1.544254246546003,92.75344510720278,395.1838267867882,0
36,87.73987891741196,3.126898434860351,14.286289800154169,904.1310511984469,0
77,37.19187485124613,8.84324226389135,10.022504206801377,335.08574267910996,1
74,0.13833499989991394,9.585323442450647,10.20488841976133,324.5999991272911,1
73,24.768502249231595,2.075127340673685,90.5244591164014,995.7326721950958,0
39,31.82335091770624,7.884683870244413,45.48754861814663,952.4104481773524,1
53,85.87774682319022,2.733487365398707,15.910046287367342,228.618345971475,1
60,45.8503167066445,8.871315434314075,59.789179739549766,837.2020270371454,0
52,44.45872878113008,1.6554561279625546,54.224712209432376,342.4578776409021,1
56,33.61022663998874,6.659599186940569,20.642268027141032,979.2433739780269,1
79,88.06781230470796,0.8421126471318252,60.700775803210725,849.8176287600633,1
79,94.50267769403914,9.738933239738696,34.68289219737761,904.9193013125382,1
77,99.18903291546293,7.006333446405428,24.598706005356124,573.6735114895585,1
26,37.674126696098675,8.418157394050853,51.52966047900378,294.1513523211804,1
41,96.61474456271714,5.666693393630346,29.873276890122373,197.52500637671,1
51,79.18795696309013,4.768013639288602,22.991852254360108,527.8719205461331,1
33,67.56891476442668,6.218823913943651,88.09251842166775,671.5157252329823,1
27,24.488947942009943,5.287415116994481,16.420495080768312,741.7886351237006,1
76,21.64572609442098,4.69384355145153,28.778407751198415,170.38321256296285,1
44,16.604782452124567,7.594502514576428,39.22769960513274,535.8879925710621,1
35,92.27566102253654,1.7820095493926813,28.090192719702262,436.109820095218,0
61,29.407666238316608,1.7117204815515852,21.86035361519919,208.22421097781196,0
38,45.30942454488785,4.318426506497062,77.34346360840422,552.962317358824,0
60,49.39578339872235,3.20747916044946,33.57259971363457,275.91372180645743,1
74,77.81715954502542,0.741245179130241,12.138782812234506,535.0545571095502,1
35,84.42349615530242,8.444704924187343,54.54862108321288,200.1093449008773,0
31,13.90727011486128,7.7160280669434975,13.423361226404621,899.9425369158051,1
58,42.69043602110737,5.439214998029848,36.394441136651864,338.10282491959055,1
67,84.28548878354572,9.793245372643689,88.3008494649561,610.3346026577931,0
49,81.80333057558384,0.7260006654760531,37.54695831551575,121.9329874198959,1
77,10.24137584524164,7.66669301027875,63.618388454536756,630.0171925284673,1
21,15.6383348867963,2.6637039160909683,51.947928064854494,272.0403392914084,1
51,30.41986915994078,3.6859891994357543,14.634759732019585,956.5315903711672,1
74,7.5359069083340335,2.1927938520306753,65.25789018129268,394.15426604133086,1
64,42.46630028405929,7.890378914618652,85.74746469644681,607.406556711858,0
44,10.76177051495819,1.44240102021566,10.228034930489061,215.81336566329634,1
44,56.8217593669845,8.40016697735278,75.61432882384936,861.4762028764001,1
23,24.65569398111561,6.6157764822983385,69.33091687037884,804.3329181204663,1
38,59.64330653496227,0.5902324526911473,86.79939692471744,245.63531227577153,1
67,11.752564290363765,8.109817316001534,11.305101281213235,911.0485080061057,1
23,97.58838684185334,6.277557161629794,31.2638425602712,40.15502203412768,1
62,93.25612038573404,9.049823195783414,69.73485723541104,752.5731205167398,1
32,39.17969385646658,7.487223064086383,3.1797799097783743,457.8687853426443,0
58,24.217859412608544,5.611209274297748,73.67349209531838,835.459394476964,1
55,25.039821285357277,8.365471806191977,85.93987932111098,465.485967436008,0
42,48.3393535202392,2.7805023830122213,45.877101185299,65.58209567040296,0
25,3.9992801900716968,5.469500618445636,43.99866043923856,226.54553229584695,0
43,63.9705106075127,2.9361681980341015,28.568427244867234,994.3748347169385,0
63,40.83029083397448,9.682043910905087,1.5001351305036459,334.1776027693687,0
52,37.74065725888873,2.2619630084200635,19.444048149969248,160.30521702543288,1
31,80.93649714891984,0.15738239670462506,98.00654772381475,805.8308258054889,1
60,70.903546018329,3.258548420037962,86.8613216350143,45.069827390500805,0
40,95.4333815392692,5.025093969698046,27.383959236143216,66.40875146876257,1
30,35.193624049569074,0.28362934230075076,96.4111368549836,297.5187794543661,0
74,89.75427646494055,5.592483000339073,37.4035489793753,47.40097463539672,0
63,76.99671862500888,8.742827749512301,30.46095210036683,995.7126838923056,0
57,35.7424651594713,7.047321944166701,16.127955909538635,691.1288860821326,1
48,62.16654364532578,6.229683229783043,90.25949588155673,519.5864408573572,1
67,28.856995765169557,9.559617507082512,98.71225661561907,805.1663899562636,0
60,87.43999170748424,9.582793338421059,33.41372900121556,662.4868006119336,0
22,11.242731721231126,8.242664697032286,70.63961191248426,173.26495367589456,1
47,21.243436129404103,6.07741847385851,34.19503757114591,219.6337996488893,0
39,18.303329207992114,4.877645594977067,11.394083191240066,867.6942857212915,0
45,40.302600240428866,0.1331611324646731,39.876538381350066,336.9613267738214,0
43,74.52329600321292,6.062619062265414,55.60542611535643,447.6403426248784,0
73,52.69074490521803,9.890880753568537,13.17865915847293,391.13571212334654,1
71,48.76763235382076,8.18101050024029,82.00900470418635,52.029812005042416,0
66,0.05459648969956543,3.4060464388435197,50.23894857243566,704.5737172836195,1
40,42.54017253550547,1.5204702504442202,24.203912297952723,540.0740807862156,0
73,6.355377483615843,7.840586144671541,59.683198275751394,676.1400818139302,1
49,20.825325212148382,7.439378206317415,79.53267129938581,278.23138966714333,0
23,93.23939389604944,9.67046791979323,33.43481055614561,406.9139083269768,1
55,21.53982043432382,8.748423619393389,70.44615611565884,192.64976227164797,0
59,85.83376386342624,5.556626252724074,43.35805881808805,419.68263143719776,0
29,80.28933715613343,1.0128424696474214,96.44106571571449,653.4914117970338,0
29,15.914623694224284,4.835006583839601,77.32306857367043,944.689043192468,1
61,60.571195727027884,3.13695054022317,36.27873934968007,663.4571998860077,0
43,11.566187190501331,5.124084820248398,2.7570479471144456,525.1597299929988,1
23,72.78881583695114,3.017015746396532,66.09446964266238,416.36722249816137,0
66,63.746227737220664,8.618229919755958,20.58934369990038,105.54968426098033,1
46,81.19385616910193,8.443270139828222,13.066038389264143,477.0742969319903,1
70,47.93845493891881,3.154651571670559,93.24586868828258,155.1080931606438,1
64,91.48630878333829,5.99581346373995,99.99494805127676,582.1871830790901,0
23,4.934894678843971,4.301808576390541,27.718993235874127,730.2470776105839,1
51,29.288856502701467,9.090927570285633,30.87508666442786,946.4956116881924,0
29,71.5052597465167,1.8736090142632278,17.3339049845787,296.8528676879666,1
30,41.810921174800086,6.977284017849593,46.31079281703275,396.905538757533,0
47,17.29513542711564,9.703753278372165,86.718532223739,182.95193952533228,1
65,10.721074542854602,1.7527551956309018,70.4490892603629,877.9405098804326,1
27,81.73391114616214,2.0196642842420323,84.78682424958218,824.0772244494228,1
59,47.31429784656442,6.937233386722279,23.61968391168447,774.9598946732359,1
41,88.22836719191073,7.791539245249139,73.31515067343953,57.29003854990133,0
53,73.3289134316726,4.905490547939327,91.93413621120996,556.7194419749217,1
64,40.97262056307436,6.096864651471213,28.86019530722465,235.01356203546908,0
54,37.351101415568365,2.126824088118288,69.37470081552733,119.68519672230693,1
54,51.56383466512517,4.7661422856732605,40.66508375729559,781.6131001833894,0
44,88.90599531897287,1.1207188087491515,29.73243787073334,211.58137510768194,0
53,73.72785797141678,3.214219252756647,96.9927234066806,500.8116982476696,0
25,0.515296426902323,2.847797050309543,35.514689766860975,526.0963484005407,1
60,69.41578513691256,4.446253601024201,11.677118444808041,213.28200403897156,1
56,91.95074069058207,9.30126362243697,39.47033175241322,492.2611663223823,0
20,71.04557595044916,1.812676621478424,45.32015080503825,52.81989759999695,1
31,17.700578156749593,4.013882466247205,75.46887172442455,0.072449638492178,0
54,48.35181274274587,6.155972191096447,95.04151242775328,880.3219316643703,0
25,14.031601792341942,9.465570860740018,81.88864139562705,415.5887020861522,1
73,35.899527833963205,1.3314819153576818,93.1631898142555,907.4197989533556,1
36,93.71170419405178,9.178766169931135,48.030952867518174,496.30735972825954,0
28,92.33053075587083,0.8105378863406154,72.21234025540699,431.1082945881648,0
21,28.28368521760829,4.807413971602644,31.59590891622784,295.91214065860726,1
37,33.96310441661991,4.545898672304828,7.889123743382777,81.68893759303874,1
68,60.02128681312939,2.0960272887719555,37.18187900727336,309.69464926452184,0
55,96.319729526038,3.474596681158475,70.09360760450147,608.4702651738417,0
76,14.780133406539042,4.541652683483981,28.18758891455633,762.7863472229892,1
47,25.69166436866691,8.652114629106292,86.27918366851057,540.8255176538437,1
60,87.35568272907715,9.550641453735597,79.28651214830728,758.2558436964189,1
72,49.18922317083445,5.1892567863716526,20.21021236927569,157.75159165898745,0
56,89.89610922270317,8.700997902944218,33.75283948658986,583.2399316791738,0
68,18.551789752317628,6.0817158567677945,82.70495913736008,882.6032270257103,0
45,53.26685874713607,3.4908734198767544,25.149841161618642,217.96020764080336,1
23,32.62696326493724,1.9419420761346906,33.82861242104593,227.6689383929903,0
59,31.654255989247602,4.131347717827648,34.96362630988558,748.4325130680506,1
55,44.68769639461991,5.228242829238478,80.3031607547509,812.0567848487955,1
70,43.30774491012684,0.4444338825955618,4.66599629489666,248.04632969409923,1
50,35.734687967795445,1.4584116587085072,8.304911329020015,331.56980418777783,1
49,91.49707703156186,6.0018442398144,58.26670326813082,631.7694004506118,0
69,73.17441854328928,2.2500159467716205,40.3140871086106,398.4317131891898,0
53,72.75469913315297,8.373263760812975,63.65564664146005,624.0109701292529,0
38,28.99134495919554,3.269422497741906,27.379666341758902,496.4300320967251,0
37,57.770942431684034,1.0483420725325088,91.04868507067451,773.651309078725,1
49,77.9179433301834,0.8353058855531703,76.33324683027115,845.8886469133242,1
40,79.5590368543213,9.371230205317797,7.706875834489207,863.8272093051601,0
22,34.453046075431224,1.1802031124187917,78.60664225121837,611.5250777298431,0
25,77.08727565686479,1.4090976416206002,96.98865485891288,612.5841045192503,0
57,73.5893896807733,8.62666057932753,94.30112643815983,449.6468988194058,0
32,14.150648562190026,2.5428813027734396,73.81289600451933,27.61404496330544,0
64,86.59454685664772,6.659514107544161,13.235781594640343,299.18021946326246,1
73,44.13214701804108,8.167256870298914,58.03159981820495,63.6977185007408,1
22,48.641044888866546,6.071806401301921,29.139040155208388,437.7852488597531,1
67,44.836917889799736,9.574885434478494,97.05108141998848,849.4852489826143,1
47,56.78460014775075,7.088828992608414,72.03108681079932,596.8020177048212,0
41,62.11692473670547,1.1275150990365834,61.4657933889545,675.5325982695571,0
59,49.81795657629434,5.584100265458799,69.81371621786789,188.00797177707494,0
59,86.67885432590955,7.181865260891839,44.35993378185837,261.95314970279424,1
31,62.77347561952844,8.019572403734452,37.900938392323056,163.13215297289452,0
42,40.14279493055199,0.2632133528409153,93.64415836455645,842.6887622604306,0
50,41.6691756908711,7.188789152714245,33.860786344475976,280.3130129874926,1
37,81.08386151289514,8.256808210194496,5.102177041539212,562.3263097012292,1
26,34.81919427465201,7.4683381093535655,40.68317526129128,141.12861301900847,0
27,21.145479578241357,5.123491456555981,79.24369490954555,123.98890832731169,1
38,5.938318800578923,4.580209630888029,65.19836744684302,347.58336321601746,1
48,87.60268479205742,5.494185832998158,96.2549067723096,330.3531580600173,0
63,91.854645119035,7.04643698826602,11.513984894294627,328.85323381140785,0
39,12.012018216347597,9.229142906324855,91.24308392070895,600.9327870197561,1
69,33.447374149611484,6.17035210641125,37.51607019749215,315.99015604044445,1
61,17.537206951524386,8.878343062834697,47.92625595676932,768.7358689747713,0
49,11.589846882587974,7.012568474457273,43.41973329443421,90.67076824664133,1
66,89.98667430000302,0.6833637743884757,12.528775828151701,324.7858577376286,0
